P0404,;Rendimiento incorrecto de la valvula EGR
P0405,;Señal baja en el sensor 1 de la EGR
P0406,;Señal alta en el sensor 1 de la EGR
P0407,;Señal baja en el sensor 2 de la EGR
P0408,;Señal alta en el sensor 2 de la EGR
P0409,;Circuito defectuoso en el sensor 1 de la EGR
P040A,;Exhaust Gas Recirculation Temperature Sensor A Circuit
P040B,;Exhaust Gas Recirculation Temperature Sensor A Circuit Range/Performance
P040C,;Exhaust Gas Recirculation Temperature Sensor A Circuit Low
P040D,;Exhaust Gas Recirculation Temperature Sensor A Circuit High
P040E,;Exhaust Gas Recirculation Temperature Sensor A Circuit Intermittent/Erratic
P040F,;Exhaust Gas Recirculation Temperature Sensor A/B Correlation
P0410,;Sistema de inyección de aire secundario DEFECTUOSO
P0411,;Flujo incorrecto en el sistema de inyección de aire secundario
P0412,;Circuito defectuoso en la valvula de inyección de aire 1
P0413,;Circuito abierto en la valvula de inyección de aire 1
P0414,;Cortocircuito en la valvula de inyección de aire 1
P0415,;Circuito defectuoso en la valvula de inyección de aire 2
P0416,;Circuito abierto en la valvula de inyección de aire 2
P0417,;Cortocircuito en la valvula de inyección de aire 2
P0418,;Rele defectuoso en la inyección de aire 1
P0419,;Rele defectuoso en la inyección de aire 2
P041A,;Exhaust Gas Recirculation Temperature Sensor B Circuit
P041B,;Exhaust Gas Recirculation Temperature Sensor B Circuit Range/Performance
P041C,;Exhaust Gas Recirculation Temperature Sensor B Circuit Low
P041D,;Exhaust Gas Recirculation Temperature Sensor B Circuit High
P041E,;Exhaust Gas Recirculation Temperature Sensor B Circuit Intermittent/Erratic
P0420,;Eficiencia del catalizador 1 por debajo del umbral
P0421,;Eficiencia del catalizador delantero 1 por debajo del umbral
P0422,;Eficiencia del catalizador principal por debajo del umbral
P0423,;Eficiencia del catalizador secundario 1 por debajo del umbral
P0424,;Temperatura del catalizador 1 por debajo del umbral
P0425,;El sensor de temperatura del catalizador 1 no esta presente o esta defectuoso
P0426,;Rendimiento incorrecto del sensor de temperatura del catalizador 1
P0427,;Señal baja del sensor de temperatura del catalizador 1
P0428,;Señal alta del sensor de temperatura del catalizador 1
P0429;Circuito defectuoso del sensor de temperatura del catalizador 1
P042A,;Catalyst Temperature Sensor Circuit Bank 1 Sensor 2
P042B,;Catalyst Temperature Sensor Circuit Range/Performance Bank 1 Sensor 2
P042C,;Catalyst Temperature Sensor Circuit Low Bank 1 Sensor 2
P042D,;Catalyst Temperature Sensor Circuit High Bank 1 Sensor 2
P0430,;Eficiencia por debajo del umbral en el catalizador 2
P0431,;Catalizador delantero 2 eficiencia por debajo del umbral
P0432,;Eficiencia catalizador principal 2 por debajo del umbral
P0433;Eficiencia temperatura catalizador 2 por debajo del umbral
P0434,;Temperatura por debajo del umbral en el catalizador 2
P0435,;El sensor de temperatura del catalizador 2 no esta presente o esta defectuoso
P0436,;Rendimiento incorrecto del sensor de temperatura del catalizador 2
P0437,;Señal baja del sensor de temperatura del catalizador 2
P0438,;Señal alta del sensor de temperatura del catalizador 2
P0439,;Calentador Catalizador Control del Circuito
P043A,;Catalyst Temperature Sensor Circuit Bank 2 Sensor 2
P043B,;Catalyst Temperature Sensor Circuit Range/Performance Bank 2 Sensor 2
P043C,;Catalyst Temperature Sensor Circuit Low Bank 2 Sensor 2
P043D,;Catalyst Temperature Sensor Circuit High Bank 2 Sensor 2
P043E,;Evaporative Emission System Leak Detection Reference Orifice Low Flow
P043F,;Evaporative Emission System Leak Detection Reference Orifice High Flow
P0440,;Sistema emisiones evaporadas defectuoso Sistema EVAP
P0441,;Flujo incorrecto en el sistema Evap Sistema emisiones evaporadas
P0442,;Fuga en el sistema EVAP Sistema emisiones evaporadas
P0443,;Circuito defectuoso en la válvula de control de emisiones.
P0444,;Circuito abierto en la valvula de purga del control de emisiones
P0445,;Cortocircuito en la valvula de purga del control de emisiones
P0446,;Circuito defectuoso en la valvula de purga del control de emisiones
P0447,;Circuito abierto en el sistema de control de ventilación de las evaporaciones
P0448,;Cortocircuito en el sistema de control de ventilación de las evaporaciones
P0449,;Circuito defectuoso en el sistema de control de ventilación de las evaporaciones
P0450,;Circuito defectuoso sensor de presión de emisiones por evaporacion
P0451,;Rendimiento incorrecto sensor de presión de emisiones por evaporacion
P0452,;Señal baja en el sensor de presión de emisiones por evaporacion
P0453,;Presión alta en el sensor de presión de emisiones por evaporacion
P0454,;Señal intermitente en el sensor de presión de emisiones por evaporacion
P0455,;Fuga grande en el sistema emisiones evaporacion
P0456,;Fuga pequeña en el sistema emisiones evaporacion
P0457,;Fuga detectada en el sistema emisiones evaporacion
P0458,;Señal baja en el sistema de control de emisiones por evaporaciones
P0459,;Señal alta en el sistema de control de emisiones por evaporaciones
P0460,;Circuito defectuoso en el sensor de nivel de combustible
P0461,;Rendimiento incorrecto del sensor de nivel de combustible
P0462,;Señal baja Sensor de combustible
P0463,;Señal alta sensor de combustible
P0464,;Señal intermitente en el sensor de combustible.
P0465,;Circuito defectuoso en el sensor de purge del sistema de evaporaciones EVAP
P0466,;Rendimiento incorrect en el sensor de purge del sistema de evaporaciones EVAP
P0467,;Señal baja en el sensor de purge del sistema de evaporaciones EVAP
P0468,;Señal alta en el sensor de purge del sistema de evaporaciones EVAP
P0469,;Señal intermitente en el sensor de purge del sistema de evaporaciones EVAP
P0470,;Circuito defectuoso en Sensor de presión de gases de escape
P0471,;Rendimiento incorrecto en el sensor de presión de gases de escape
P0472,;Baja presión en el sensor de presión de los gases de escape
P0473,;Alta presión detectada en el sensor de presión de los gases de escape
P0474,;Señal intermitente en el sensor de presión de los gases de escape
P0475,;Circuito defectuoso en el sensor de presión de los gases de escape
P0476,;Rendimiento incorrecto en la valuvla reguladora de los gases de escape
P0477,;Señal baja en la valuvla reguladora de los gases de escape
P0478,;Señal alta en la valuvla reguladora de los gases de escape
P0479,;Señal intermitente en la valuvla reguladora de los gases de escape
P047A,;Exhaust Pressure Sensor B Circuit
P047B,;Exhaust Pressure Sensor B Circuit Range/Performance
P047C,;Exhaust Pressure Sensor B Circuit Low
P047D,;Exhaust Pressure Sensor B Circuit High
P047E,;Exhaust Pressure Sensor B Circuit Intermittent/Erratic
P0480,;Circuito defectuoso Ventilador refrigerante motor 1
P0481,;Circuito defectuoso ventilador refrigerante motor 2
P0482,;Circuito defectuoso ventilador refrigerante motor 3
P0483,;Ventilador refrigerante motor defectuoso
P0484,;Sobrecarga corriente en ventilador refrigerante motor
P0485,;Ventilador de refrigerante motor deriva a masa- Circuito defectuoso.
P0486,;Sensor valvula egr 2 defectuoso
P0487,;Circuito defectuoso en los gases de recirculación con respecto a la mariposa
P0488,;Rendimiento incorrecto gases de recirculación con respecto a la mariposa.
P0489,;Señal baja en la EGR (recirculación de gases de escape)
P0490,;Señal alta en la EGR (recirculación de gases de escape)
P0491,;Funcionamiento incorrecto en el sistema de inyección de aire secundario en bloque 1
P0492,;Funcionamiento incorrecto en el sistema de inyección de aire secundario en bloque 2
P0493,;Exceso de velocidad del ventilador refrigerante
P0494,;Fallo en la velocidad baja del ventilador de refrigerante
P0495,;Fallo en la velocidad alta del ventilador de refrigerante
P0496,;Flujo purga alto en el sistema de emisiones de evaporación
P0497,;Flujo purga bajo en el sistema de emisiones de evaporación
P0498,;Señal baja en el control de ventilación de las emisiones evaporativas
P0499,;Señal alta en el control de ventilación de las emisiones evaporativas
P0500,;Circuito defectuoso en el sensor de velocidad del vehiculo
P0501,;Rendimiento incorrecto en el sensor de velocidad del vehiculo
P0502,;Señal baja del sensor de velocidad del vehiculo
P0503,;Señal alta/intermitente del sensor de velocidad del vehiculo.
P0504,;Relacion del interruptor del freno no es correcta
P0505,;Control del ralentí defectuoso
P0506,;Revoluciones inferior a lo previsto en el sistema de control del ralenti
P0507,;Revoluciones superior a lo previsto en el sistema de control del ralenti
P0508,;Señal baja en el control del aire del ralenti.
P0509,;Señal alta en el control del aire del ralentí
P050A,;Cold Start Idle Air Control System Performance
P050B,;Cold Start Ignition Timing Performance
P050C,;Cold Start Engine Coolant Temperature Performance
P050D,;Cold Start Rough Idle
P0510,;Circuito defectuoso en el interruptor mariposa cerrada
P0511,;Circuito defectuoso control aire ralentí
P0512,;Circuito petición motor de arranque –Funcionamiento incorrecto
P0513,;Llave incorrecta. Inmovilizador detecta llave incorrecta
P0514,;Rendimiento incorrecto sensor temperatura batería
P0515,;Circuito defectuoso sensor temperatura bateria
P0516,;Señal baja sensor temperatura bateria
P0517,;Señal alta sensor temperatura bateria
P0518,;Señal intermitente control del aire del ralenti
P0519,;Rendimiento incorrecto control del aire del ralenti
P0520,;Circuito defectuoso sensor presión aceite motor
P0521,;Rendimiento incorrecto sensor presión aceite motor
P0522,;Señal baja sensor presión aceite motor
P0523,;Señal alta sensor presión aceite motor
P0524,;Presión de aceite del motor demasiado baja
P0525,;Funcionamiento incorrecto control velocidad crucero
P0526,;Circuito defectuoso sensor velocidad refrigerante motor
P0527,;Rendimiento incorrecto Sensor de velocidad del ventilador del anticongelante
P0528,;No hay señal del ventilador del anticongelante
P0529,;Señal intermitente del sensor de velocidad del ventilador de anticongelante
P0530,;Circuito defectuoso sensor de presión de refrigerante Aire acondicionado
P0531,;Rango incorrecto sensor de presión de refrigerante Aire acondicionado
P0532,;Señal baja sensor de presión de refrigerante Aire acondicionado
P0533,;Señal alta sensor de presión de refrigerante Aire acondicionado
P0534,;Perdida refrigerante aire acondicionado
P0535,;Sensor de temperatura evaporador del aire acondicionado defectuoso
P0536,;Rendimiento incorrecto del sensor de temperatura evaporador del aire acondicionado
P0537,;Señal baja del sensor de temperatura evaporador del aire acondicionado
P0538,;Señal alta del sensor de temperatura evaporador del aire acondicionado
P0539,;Señal intermitente del sensor de temperatura evaporador del aire acondicionado
P053A,;Positive Crankcase Ventilation Heater Control Circuit /Open
P053B,;Positive Crankcase Ventilation Heater Control Circuit Low
P053C,;Positive Crankcase Ventilation Heater Control Circuit High
P0540,;Circuito defectuoso del calentador del aire de la admisión 1
P0541,;Señal baja del calentador del aire de la admisión 1
P0542,;Señal alta del calentador del aire de la admisión 1
P0543,;Circuito abierto del calentador del aire de la admisión 1
P0544,;Sensor temperatura EGR banco 1 defectuoso
P0545,;Señal baja Sensor temperatura EGR banco 1
P0546,;Señal alta Sensor temperatura EGR banco 1
P0547,;Sensor temperatura EGR banco 2 defectuoso
P0548,;Señal baja Sensor temperatura EGR banco 2
P0549,;Señal alta Sensor temperatura EGR banco 2
P0550,;Circuito defectuoso sensor de presión hidráulica en dirección asistida
P0551,;Rango incorrecto sensor de presión hidráulica en dirección asistida
P0552,;Señal baja sensor de presión hidráulica en dirección asistida
P0553,;Señal alta sensor de presión hidráulica en dirección asistida
P0554,;Señal intermitente sensor de presión hidráulica en dirección asistida
P0555,;Circuito defectuoso en el sensor de presión del servofeno
P0556,;Rango incorrecto en el sensor de presión del servofeno
P0557,;Señal baja en el sensor de presión del servofeno
P0558,;Señal alta en el sensor de presión del servofeno
P0559,;Señal intermitente en el sensor de presión del servofeno
P0560,;Tensión del sistema incorrecta
P0561,;Tensión del sistema inestable
P0562,;Tensión del sistema baja
P0563,;Tensión del sistema Alta
P0564,;Circuito defectuoso en la señal de entrada del control de crucero.
P0565,;Encendido del control cruise defectuoso. Circuito
P0566,;Interruptor de apagado control cruise defectuoso
P0567,;Interruptor Resume o reanudación defectuoso
P0568,;Interruptor SET del control de crucero defectuoso
P0569,;Interruptor reducción de la velocidad del control de crucero defectuoso
P056A,;Cruise Control Increase Distance Signal
P056B,;Cruise Control Decrease Distance Signal
P0570,;Interruptor aumento de la velocidad del control de crucero defectuoso
P0571,;Interruptor de velocidad/freno 1 defectuoso
P0572,;Señal baja interruptor de velocidad/freno
P0573,;Señal alta interruptor de velocidad /freno
P0574,;Control de crucero-Velocidad del vehiculo muy alta
P0575,;Control velocidad de crucero. Señal defectuosa
P0576,;Señal baja control de crucero
P0577,;Señal alta control de crucero.
P0578,;Activación permanente del control de crucero. Circuito 1
P0579,;Rango incorrecto del control de velocidad del crucero Circuito 1
P0580,;Señal baja control de velocidad de crucero Circuito 1
P0581,;Señal alta control de velocidad de crucero circuito 1
P0582,;Control de velocidad de crucero control de vacio circuito abierto
P0583,;Señal baja del control de vacio del control de crucero
P0584,;Señal alta del control de vacio del control de crucero
P0585,;Correlacion mal entre 1/2 control de velocidad de crucero
P0586,;Control de ventilación del control de crucero con el circuito abierto
P0587,;Señal baja del control de ventilación del control de crucero
P0588,;Señal alta del control de ventilación del control de crucero
P0589,;Circuito defectuoso control de velocidad de crucero circuito 2
P0590,;Activacion permanente control de velocidad de crucero circuito 2
P0591,;Rendimiento incorecto control de velocidad de crucero circuito 2
P0592,;Señal baja control de velocidad de crucero circuito 2
P0593,;Señal alta control de velocidad de crucero circuito 2
P0594,;Circuito abierto control del actuador del control de crucero
P0595,;Señal baja control del actuador de velocidad de crucero
P0596,;Señal alta control de velocidad de crucero control del actuador.
P0597,;Circuito abierto en el control del calentador del termostato
P0598,;Señal baja control calentador del termostato
P0599,;Señal alta control calentador del termostato
P0600,;Sistema Canbus defectuoso.
P0601,;Fallo en la memoria ROM Modulo control del motor
P0602,;Error de programación modulo control del motor
P0603,;Error permanente en memoria KAM modulo de control del motor.
P0604,;Error memoria Ram-Modulo control motor
P0605,;Error memoria ROM en el modulo control motor
P0606,;Fallo del procesador-Modulo control del motor
P0607,;Problema de funcionamiento modulo control de motor
P0608,;Señal de salida 1 defectuosa en el sensor de velocidad del vehiculo
P0609,;Señal de salida 2 defectuosa en el modulo control del motor
P060A,;Internal Control Module Monitoring Processor Performance
P060B,;Internal Control Module A/D Processing Performance
P060C,;Internal Control Module Main Processor Performance
P060D,;Internal Control Module Accelerator Pedal Position Performance
P060E,;Internal Control Module Throttle Position Performance
P060F,;Internal Control Module Coolant Temperature Performance
P0610,;Error en las opciones del vehiculo-Modulo de control
P0611,;Problema de funcionamiento en el modulo de control de inyección de combustible
P0612,;Fallo en el rele del modulo de control de combustible
P0613,;Fallo en el procesador del modulo de la caja de cambios.TCM
P0614,;ECM / TCM Incompatible
P0615,;Circuito defectuoso en el rele del motor de arranque
P0616,;Señal baja en el rele del motor de arranque
P0617,;Señal alta en el rele del motor de arranque
P0618,;Error de memoria permanente en el modulo de control de combustible alternativo
P0619,;Error de memoria RAM/ROM en el modulo de control de combustible alternativo
P061A,;Internal Control Module Torque Performance
P061B,;Internal Control Module Torque Calculation Performance
P061C,;Internal Control Module Engine RPM Performance
P061D,;Internal Control Module Engine Air Mass Performance
P061E,;Internal Control Module Brake Signal Performance
P061F,;Internal Control Module Throttle Actuator Controller Performance
P0620,;Circuito defectuoso en el control del alternador
P0621,;Circuito defectuoso del testigo del alternador
P0622,;Circuito defectuoso en el testigo del alternador ,control de campo.
P0623,;Circuito defectuoso testigo control alternador
P0624,;Circuito defectuoso en el testigo del tapon de llenado.
P0625,;Señal baja en el terminal campo alternador
P0626,;Señal alta en el terminal campo alternador
P0627,;Circuito abierto en el control de la bomba de combustible 1
P0628,;Señal baja en el control de la bomba de combustible 1
P0629,;Señal alta en el control de la bomba de combustible
P062A,;Fuel Pump A Control Circuit Range/Performance
P062B,;Internal Control Module Fuel Injector Control Performance
P062C,;Internal Control Module Vehicle Speed Performance
P062D,;Fuel Injector Driver Circuit Performance Bank 1
P062E,;Fuel Injector Driver Circuit Performance Bank 2
P062F,;Internal Control Module EEPROM Error
P0630,;Numero de bastidor no corresponde con el modulo motor/transmision
P0631,;Numero de bastidor incompatible con la caja de cambios TCM
P0632,;Cuentakilómetros No Programado – ECM / PCM
P0633,;Llave no programada modulo motor/transmision
P0634,;PCM / ECM / TCM temperatura interna muy alta
P0635,;Circuito defectuoso en el control de la dirección asistida.
P0636,;Señal baja en el control de la dirección asistida
P0637,;Señal alta en el control de la dirección asistida
P0638,;Funcionamiento incorrecto del modulo de control de la mariposa bloque 1
P0639,;Funcionamiento incorrecto del modulo de control de la mariposa bloque 2
P063A,;Generator Voltage Sense Circuit
P063B,;Generator Voltage Sense Circuit Range/Performance
P063C,;Generator Voltage Sense Circuit Low
P063D,;Generator Voltage Sense Circuit High
P063E,;Auto Configuration Throttle Input Not Present
P063F,;Auto Configuration Engine Coolant Temperature Input Not Present
P0640,;Circuito defectuoso control de calentador de aire de la admisión.
P0641,;Circuito abierto tensión referencia sensor 1
P0642,;Señal baja tensión de referencia sensor 1
P0643,;Señal alta tensión de referencia sensor 1
P0644,;Circuito defectuoso comunicación en serie pantalla del conductor
P0645,;Funcionamiento incorrecto rele embrague compresor aire acondicionado.
P0646,;Señal baja del rele del embrague compresor aire acondicionado.
P0647,;Señal alta del rele del embrague compresor aire acondicionado.
P0648,;Circuito defectuoso testigo control inmovilizador
P0649,;Circuito defectuoso testigo velocidad de crucero.
P0650,;Circuito defectuoso testigo de averia
P0651,;Circuito abierto tensión de referencia 2
P0652,;Señal baja tensión de referencia 2
P0653,;Señal alta tensión de referencia 2
P0654,;Circuito defectuoso señal de salida régimen motor.
P0655,;Circuito defectuoso testigo sobrecalentamiento motor
P0656,;Circuito defectuoso señal salida de combustible.
P0657,;Circuito abierto tensión alimentación actuador 1
P0658,;Señal baja tensión alimentación actuador 1
P0659,;Señal alta tensión alimentación actuador 1
P065A,;Generator System Performance
P065B,;Generator Control Circuit Range/Performance
P0660,;Circuito abierto valvula control aire colector de admisión bloque 1
P0661,;Señal baja valvula control aire colector de admisión bloque 1
P0662,;Señal alta valvula control aire colector de admisión bloque 1
P0663,;Circuito abierto valvula control aire colector de admisión bloque 2
P0664,;Señal baja valvula control aire colector de admisión bloque 2
P0665,;Señal alta valvula control aire colector de admisión bloque 2
P0666,;Circuito defectuoso sensor temperatura interna modulo transmisión/motor
P0667,;Rendimiento incorrecto sensor temperatura interna modulo motor/transmision
P0668,;Señal baja sensor temperatura interna modulo motor/transmision
P0669,;Señal alta sensor temperatura interna modulo motor/transmision
P066A,;Glow Plug 1 Control Circuit Low
P066B,;Glow Plug 1 Control Circuit High
P066C,;Glow Plug 2 Control Circuit Low
P066D,;Glow Plug 2 Control Circuit High
P066E,;Glow Plug 3 Control Circuit Low
P066F,;Glow Plug 3 Control Circuit High
P0670,;Circuito defectuoso modulo control calentadores
P0671,;Circuito defectuoso calentadores cilindro 1
P0672,;Circuito defectuoso calentadores cilindro 2
P0673,;Circuito defectuoso calentadores cilindro 3
P0674,;Circuito defectuoso calentadores cilindro 4
P0675,;Circuito defectuoso calentadores cilindro 5
P0676,;Circuito defectuoso calentadores cilindro 6
P0677,;Circuito defectuoso calentadores cilindro 7
P0678,;Circuito defectuoso calentadores cilindro 8
P0679,;Circuito defectuoso calentadores cilindro 9
P067A,;Glow Plug 4 Control Circuit Low
P067B,;Glow Plug 4 Control Circuit High
P067C,;Glow Plug 5 Control Circuit Low
P067D,;Glow Plug 5 Control Circuit High
P067E,;Glow Plug 6 Control Circuit Low
P067F,;Glow Plug 6 Control Circuit High
P0680,;Circuito defectuoso calentadores cilindro 10
P0681,;Circuito defectuoso calentadores cilindro 11
P0682,;Circuito defectuoso calentadores cilindro 12
P0683,;Comunicación incorrecta modulo calentadores/motor/transmision
P0684,;Funcionamiento incorrecto en la comunicación entre los modulos de calentadores/motor /transmision
P0685,;Circuito abierto rele alimentación modulo motor/transmision
P0686,;Señal baja rele alimentación modulo motor/transmision
P0687,;Señal alta rele alimentación modulo motor/transmision
P0688,;Cortocircuito a positivo rele control del motor.
P0689,;Señal baja rele alimentación modulo motor/transmision
P068A,;ECM/PCM Power Relay De-Energized Performance Too Early
P068B,;ECM/PCM Power Relay De-Energized Performance Too Late
P068C,;Glow Plug 7 Control Circuit Low
P068D,;Glow Plug 7 Control Circuit High
P068E,;Glow Plug 8 Control Circuit Low
P068F,;Glow Plug 8 Control Circuit High
P0690,;Señal alta rele alimentacion modulo motor/transmission.
P0691,;Cortocircuito a masa ventilador1 refrigerante motor
P0692,;Cortocircuito a positivo ventilador1 refrigerante motor
P0693,;Cortocircuito a masa ventilador 2 refrigerante motor
P0694,;Cortocircutio a positivo ventilador 2 refrigerante motor
P0695,;Cortocircuito a masa ventilador 3 refrigerante motor
P0696,;Cortocircuito a positivo ventilador 3 refrigerante motor
P0697,;Circuito abierto tensión referencia 3
P0698,;Señal baja sensor tensión referencia 3
P0699,;Señal alta sensor tensión referencia 3
P069A,;Glow Plug 9 Control Circuit Low
P069B,;Glow Plug 9 Control Circuit High
P069C,;Glow Plug 10 Control Circuit Low
P069D,;Glow Plug 10 Control Circuit High
P0700,;Sistema de control de transmisión defectuoso.
P0701,;Rendimiento incorrecto sistema de control de transmisión
P0702,;Fallo eléctrico sistema de control de transmision
P0703,;Circuito defectuoso convertidor de par(interruptor de freno 2)
P0704,;Circuito defectuoso interruptor posición pedal embrague.
P0705,;Circuito defectuoso sensor /interruptor marchas cortas y largas L/D/N/R/P
P0706,;Rendimiento incorrecto sensor /interruptor marchas cortas y largas L/D/N/R/P
P0707,;Señal baja sensor /interruptor marchas cortas y largas L/D/N/R/P
P0708,;Señal alta sensor /interruptor marchas cortas y largas L/D/N/R/P
P0709,;Circuito intermitente sensor /interruptor marchas cortas y largas L/D/N/R/P
P070A,;Transmission Fluid Level Sensor Circuit
P070B,;Transmission Fluid Level Sensor Circuit Range/Performance
P070C,;Transmission Fluid Level Sensor Circuit Low
P070D,;Transmission Fluid Level Sensor Circuit High
P070E,;Transmission Fluid Level Sensor Circuit intermittent/Erratic
P070F,;Transmission Fluid Level Too Low
P0710,;Circuito defectuoso sensor temperatura 1 del aceite transmisión.
P0711,;Rango incorrecto sensor temperatura 1 del aceite transmisión.
P0712,;Señal baja sensor temperatura 1 del aceite transmisión.
P0713,;Señal alta sensor temperatura 1 del aceite transmisión.
P0714,;Señal intermitente sensor temperatura 1 del aceite transmisión.
P0715,;Circuito defectuoso sensor velocidad transmisión 1
P0716,;Rango incorrecto sensor velocidad transmisión 1
P0717,;No hay señal sensor velocidad transmisión 1
P0718,;Señal intermitente sensor velocidad transmisión 1
P0719,;Señal baja interruptor de freno 2/convertidor de par
P071A,;Transmission Mode Switch A Circuit
P071B,;Transmission Mode Switch A Circuit Low
P071C,;Transmission Mode Switch A Circuit High
P071D,;Transmission Mode Switch B Circuit
P071E,;Transmission Mode Switch B Circuit Low
P071F,;Transmission Mode Switch B Circuit High
P0720,;Circuito defectuoso sensor velocidad del vehiculo
P0721,;Rendimiento incorrecto sensor velocidad del vehiculo
P0722,;No hay señal sensor velocidad del vehiculo
P0723,;Velocidad intermitente sensor velocidad del vehiculo
P0724,;Señal alta convertidor de par/interruptor de freno 2
P0725,;Circuito defectuoso señal entrada régimen motor
P0726,;Rendimiento incorrecto señal entrada régimen motor
P0727,;No existe señal de entrada de régimen motor
P0728,;Señal intermitente entrada régimen motor
P0729,;Marcha 6 = relación incorrecta
P0730,;Relacion de marchas inocrrecta
P0731,;Marcha 1 = relación incorrecta
P0732,;Marcha 2 = relación incorrecta
P0733,;Marcha 3 = relación incorrecta
P0734,;Marcha 4 = relación incorrecta
P0735,;Marcha 5 = relación incorrecta
P0736,;Marcha atras = relación incorrecta
P0737,;Señal de salida incorrecto modulo de motor control de transmision
P0738,;Señal baja modulo de motor control de transmision
P0739,;Señal alta modulo de motor control de transmision
P0740,;Circuito defectuoso valvula embrague del convertidor de par
P0741,;Funcionamiento incorrecto/desactivado valvula embrague del convertidor de par
P0742,;Activado permanente valvula embrague del convertidor de par
P0743,;Fallo en el circuito eléctrico valvula embrague del convertidor de par
P0744,;Fallo intermitente valvula embrague del convertidor de par
P0745,;Circuito defectuoso solenoide presión de a
P0746,;Solenoide presion aceite transmision – funcionamiento,desactivado
P0747,;Solenoide presion aceite transmision – activado permanente
P0748,;Solenoide presion aceite transmision – circuito electrico
P0749,;Solenoide presion aceite transmision – interrupcion intermitente
P0750,;Electrovalvula cambio A – circuito defectuoso
P0751,;Electrovalvula cambio A – funcionamiento, desactivado
P0752,;Electrovalvula cambio A – activado permanente
P0753,;Electrovalvula cambio A – circuito electrico
P0754,;Electrovalvula cambio A – interrupcion intermitente
P0755,;Electrovalvula cambio B – circuito defectuoso
P0756,;Electrovalvula cambio B – funcionamiento,desactivado
P0757,;Electrovalvula cambio B – activado permanente
P0758,;Electrovalvula cambio B – circuito electrico
P0759,;Electrovalvula cambio B – interrupcion intermitente
P075A,;Shift Solenoid G
P075B,;Shift Solenoid G Performance/Stuck Off
P075C,;Shift Solenoid G Stuck On
P075D,;Shift Solenoid G Electrical
P075E,;Shift Solenoid G Intermittent
P0760,;Electrovalvula cambio C – circuito defectuoso
P0761,;Electrovalvula cambio C – funcionamiento,desactivado
P0762,;Electrovalvula cambio C – activado permanente
P0763,;Electrovalvula cambio C – circuito electrico
P0764,;Electrovalvula cambio C – interrupcion intermitente
P0765,;Electrovalvula cambio D – circuito defectuoso
P0766,;Electrovalvula cambio D – funcionamiento,desactivado
P0767,;Electrovalvula cambio D – activado permanente
P0768,;Electrovalvula cambio D – circuito electrico
P0769,;Electrovalvula cambio D – interrupcion intermitente
P076A,;Shift Solenoid H
P076B,;Shift Solenoid H Performance/Stuck Off
P076C,;Shift Solenoid H Stuck On
P076D,;Shift Solenoid H Electrical
P076E,;Shift Solenoid H Intermittent
P076F,;Gear 7 Incorrect Ratio
P0770,;Electrovalvula cambio E – circuito defectuoso
P0771,;Electrovalvula cambio E – funcionamiento, desactivado
P0772,;Electrovalvula cambio E – activado permanente
P0773,;Electrovalvula cambio E – circuito electrico
P0774,;Electrovalvula cambio E – interrupcion intermitente
P0775,;Solenoide control presion B – circuito defectuoso
P0776,;Solenoide control presion B – funcionamiento, desactivado
P0777,;Solenoide control presion B – activado permanente
P0778,;Solenoide control presion B – averia electrica
P0779,;Solenoide control presion B – interrupcion intermitente
P0780,;Seleccion de marchas – cambio defectuoso
P0781,;Seleccion de marchas 1-2 – cambio defectuoso
P0782,;Seleccion de marchas 2-3 – cambio defectuoso
P0783,;Seleccion de marchas 3-4 – cambio defectuoso
P0784,;Seleccion de marchas 4-5 – cambio defectuoso
P0785,;Electrovalvula cambio/reglaje – circuito defectuoso
P0786,;Electrovalvula cambio/reglaje – rango,funcionamiento
P0787,;Electrovalvula cambio/reglaje – señal baja
P0788,;Electrovalvula cambio/reglaje – señal alta
P0789,;Electrovalvula cambio/reglaje – señal intermitente
P0790,;Interruptor seleccion modo cambio – circuito defectuoso
P0791,;Sensor velocidad giro arbol intermedio – circuito defectuoso
P0792,;Sensor velocidad giro arbol intermedio – rango,funcionamiento
P0793,;Sensor velocidad giro arbol intermedio – No hay señal
P0794,;Sensor velocidad giro arbol intermedio – averia intermitente
P0795,;Solenoide presion aceite transmision C – circuito defectuoso
P0796,;Solenoide presion aceite transmision C – funcionamiento,desactivado
P0797,;Solenoide presion aceite transmision C – activado permanente
P0798,;Solenoide presion aceite transmision C – averia electrica
P0799,;Solenoide presion aceite transmision C – averia intermitente
P0800,;Control caja transferencia, peticion testigo averias – funcionamiento incorrecto
P0801,;Reverse Inhibit Control Circuit
P0802,;Transmission Control System MIL Request Circuit/Open
P0803,;Upshift/Skip Shift Solenoid Control Circuit
P0804,;Upshift/Skip Shift Lamp Control Circuit
P0805,;Clutch Position Sensor Circuit
P0806,;Clutch Position Sensor Circuit Range/Performance
P0807,;Clutch Position Sensor Circuit Low
P0808,;Clutch Position Sensor Circuit High
P0809,;Clutch Position Sensor Circuit Intermittent
P080A,;Clutch Position Not Learned
P080B,;Upshift/Skip Shift Solenoid Control Circuit Range/Performance
P080C,;Upshift/Skip Shift Solenoid Control Circuit Low
P080D,;Upshift/Skip Shift Solenoid Control Circuit High
P0810,;Clutch Position Control Error
P0811,;Excessive Clutch A Slippage
P0812,;Reverse Input Circuit
P0813,;Reverse Output Circuit
P0814,;Transmission Range Display Circuit
P0815,;Upshift Switch Circuit
